Stars,Reviews
5.0 out of 5 stars,easy to install. nice little storage
4.0 out of 5 stars,👌
2.0 out of 5 stars,material looks cheap and it came ripped.
5.0 out of 5 stars,perfect for my biking needs!
5.0 out of 5 stars,love the product!
5.0 out of 5 stars,fits my new bike perfect and has enough space that i no longer have to pack a backpack for my bike tools!!!
4.0 out of 5 stars,"it holds anything that’s fits it, except the velcro strap it’s a ok quality, but can’t complain, still a good buy!.."
4.0 out of 5 stars,good storage and light weight for bike
5.0 out of 5 stars,"just what my husband for his bike rides - cell phone, water, etc"
5.0 out of 5 stars,"a well made case fits the bike perfect, many uses"
5.0 out of 5 stars,"inexpensive, but works great."
5.0 out of 5 stars,nice size and good quality!
5.0 out of 5 stars,this bicycle pouch does the job!
5.0 out of 5 stars,great product
5.0 out of 5 stars,"i'm very happy with this bike bag, thank you very much!!!!"
5.0 out of 5 stars,"the product was exactly as promoted and fits well on the road bike. plenty of storage room for spare tubes and other items like wallets, cell phone, etc. great product."
4.0 out of 5 stars,great look. strong. big enough. velcro is a little short to wrap around my cross bar so i just added another few inches. couple bucks at the dollar store
4.0 out of 5 stars,nice bag. glad it is velcro
5.0 out of 5 stars,fits the bike. looks good.
1.0 out of 5 stars,the mounting strap broke immediately. never got a chance to use it.
4.0 out of 5 stars,"fits well, looks great on my bike,, would buy again, brought this to match my 29"" bike"
5.0 out of 5 stars,"using this saddle on my bike to carry my keys,wallet & cell phone. excellent product !"
5.0 out of 5 stars,a+
1.0 out of 5 stars,item straps ripped off while riding on only the second use. only had two smartphones and a car key inside at the time.
5.0 out of 5 stars,good product.
5.0 out of 5 stars,very large storage and very easy to attach
1.0 out of 5 stars,was ti big for my bike and my leg was hitting it on a long ride and gave me a rash :( too late to return
5.0 out of 5 stars,"fits perfectly on my bike and holds my iphone 8 plus and other items as well; and keeps them weather protected. i, also, like that it's padded for the extra protection. exactly what i was looking for!"
5.0 out of 5 stars,"thought that it would be bigger from looking at the photos. . . but it fits my bike good, and is very good quality!!"
5.0 out of 5 stars,like the shape and space of storage. also came on time
5.0 out of 5 stars,bag works exactly as expected
5.0 out of 5 stars,good
5.0 out of 5 stars,love it
4.0 out of 5 stars,nice bag lots of room. ended up installing it on rear end of top bar since it did not fit front..water bottle got in the way.
5.0 out of 5 stars,brilliant product just what i needed.
5.0 out of 5 stars,it's perfect.
4.0 out of 5 stars,allgood. holds a tube air pump leatherman bike multitool ondpressure gauge
5.0 out of 5 stars,product is very good. features as presented in description
3.0 out of 5 stars,"the bag is nice and slim, not bulky. i only carry my essentials. not water resistant like they claim...i got stuck in a downpour and everything in my bag was soaked. luckily i was able to save my phone!"
1.0 out of 5 stars,terrible!!! it ripped the first time i used it.
5.0 out of 5 stars,great product and great customer service 👍!
4.0 out of 5 stars,"great size for fitting in a decent amount of snacks and supplies, the only downfall it is hard to get to the water bottle with it on because of the size."
5.0 out of 5 stars,exactly what i wanted and expected.
5.0 out of 5 stars,workes well
5.0 out of 5 stars,works perfectly on my mountain bike
4.0 out of 5 stars,does the job
5.0 out of 5 stars,"i installed it behind my seat by adding a support under my seat. plenty of room for storage of my cell phone, eye glasses, and a protein bar."
4.0 out of 5 stars,easily attached or removed. decent amount of space in small package. does not rub or impede leg motions
5.0 out of 5 stars,stays firmly affixed to my bike and doesn’t get in the way when pedaling. fits a lot of stuff. highly recommend.
4.0 out of 5 stars,definitely holds everything you will need on your journey. larger than i expected and blocks use of second water bottle.
5.0 out of 5 stars,exactly what i was looking for. needed to hold cellphone and keys. plenty of room. looks great!
5.0 out of 5 stars,very nice bag!! lots of room!
4.0 out of 5 stars,bigger than i expected
4.0 out of 5 stars,this product looks great. i got it for my son and he loves it!
4.0 out of 5 stars,bought this for a nine year old boy to put his phone or walkie in while riding his bike. he liked it
1.0 out of 5 stars,i got this last august installed it on my bike last september 23 and now it got holes on it
2.0 out of 5 stars,would be a really nice bag however it or its contents can easily be stolen. its a little too big for the intended space on my bicycle and slightly bulky.
5.0 out of 5 stars,just right
5.0 out of 5 stars,the bike bag was exactly what i wanted. fits perfect and will be ordering a second one. really good quality.
5.0 out of 5 stars,"looks to be well made, strong zipper, and good quality fabric."
5.0 out of 5 stars,"great bag!! great price!!! perfect for my cell phone, pocket change and i.d.it does not get in the way and is easy to reach. love it!"
5.0 out of 5 stars,delivered as promised.
5.0 out of 5 stars,exactly what i expected. fits everything i need it to and more.
5.0 out of 5 stars,practicel
5.0 out of 5 stars,lots of room.
5.0 out of 5 stars,"feels durable, and good quality. big enough to fit a ligh jacked in it. very happy with this purchased."
5.0 out of 5 stars,"the storage bag is big enough for what i need, and stays secured in its spot as i'm riding."
5.0 out of 5 stars,awesome fit. storage is good. gray is much lighter then the picture.
4.0 out of 5 stars,good size but not in the way. for long rides room for lunch and extra water or a good tool set if in the wild.
5.0 out of 5 stars,works perfectly. very nice.
3.0 out of 5 stars,"be careful, this might be larger than you want. ensure it does not interfere with your water bottle or bike rack. beside that the item was in good shape and met everything they advertised. i just did not pay attention to the size."
5.0 out of 5 stars,"i like this product, just what i was looking for, no dislikes at all"
4.0 out of 5 stars,"easy to install. lots of storage. i can fit my wallet, keys, and lot more inside."
4.0 out of 5 stars,"nice product. only issue was the attach straps were too long for the 1.25 inch diameter tubes on my bike, but was able to make it work."
5.0 out of 5 stars,"my phone grew so my bag needed to grow. this is a great, out of the way storage bag. fits my iphone8+, power bar, bike tool, tissues, chapstick...."
5.0 out of 5 stars,so far it's as described and well made.will update if needed.
4.0 out of 5 stars,"very good bag, attached to bike perfectly."
4.0 out of 5 stars,awesome bag for my tools and my wallet thanks for fast shipping
5.0 out of 5 stars,good product 👌
5.0 out of 5 stars,easy to use
5.0 out of 5 stars,fits great and holds everything that i would normally have in my pockets.
5.0 out of 5 stars,like the bag holds my stuff
5.0 out of 5 stars,safe and sturdy. easy install and very good quality.
4.0 out of 5 stars,i wish was a little bigger
5.0 out of 5 stars,"i was looking for something that i could throw my keys, some sunscreen, and my iphone 8+ in, and this fit the bill perfectly. it's a little bulky, but i mean.. duh. it's great."
5.0 out of 5 stars,"does what it says, holds really steady. great for tools or misallenious items."
5.0 out of 5 stars,great product
5.0 out of 5 stars,"perfect for the use i have. i store keys, papers, a small fabric bag, my phone and there is still some space for gloves or something else."
5.0 out of 5 stars,era lo q buscaba
4.0 out of 5 stars,"it's a bag. it stays on my bike. the straps are slightly too short to fit very securely on the frame, but otherwise works as expected."
5.0 out of 5 stars,"easy install, great price. as advertised"
5.0 out of 5 stars,bought this to hold my tire repair kit. works perfectly and hardly moves around.
5.0 out of 5 stars,"it's exactly what i expected. it's not too big or too small. the velcro steps attach well, and the bag is secure to the bike frame."
5.0 out of 5 stars,half year usage. survive from extreme snowy or frozen days. the zipper still works perfect. i use it everyday and never broken down.
5.0 out of 5 stars,everything as portrayed.
4.0 out of 5 stars,"unintrusive and perfect for the small stuff you may need; backup battery for your phone, sunglasses, small wrenches.only wish it were a little bigger so my ipad pro would fit in for the short trips to the coffee shop..."
5.0 out of 5 stars,idéntico a la foto! compacto para que no moleste e ideal para guardar más de un teléfono y las llaves de casa
5.0 out of 5 stars,"just what i needed. carries my phone, keys and wallet with room to spare."
4.0 out of 5 stars,good decent bag that is being used for storage on bike rides.
5.0 out of 5 stars,"for my walker, will use as purse."
2.0 out of 5 stars,the pack itself is nice for the price but the stitching that holds the bag to the bike frame is poor quality. went off a 4ft drop and the stitching ripped off.
4.0 out of 5 stars,i liked that it freed up space from on top of frame and under seat. able to store everything i need aside from clothes for a long ride.
5.0 out of 5 stars,"i really like the double space inside this bag, you can put the inner tube in the big side, and some small stuff in the other side. very convenient."
5.0 out of 5 stars,easy to install for storage i normally keep my snacks sandwiches keys extra battery in it while i am out for my ride
5.0 out of 5 stars,fits and works great
4.0 out of 5 stars,good storage suggest you get
5.0 out of 5 stars,"great, well made product. ideal for storing compact repair kit, phone, wallet etc."
4.0 out of 5 stars,good product but did not fit well with my jams mountain bike. legs keep rubbing against it. but still good quality and look.
5.0 out of 5 stars,"this pack is perfect to hold my bike repair tools, wallet and keys, instructions for the rediculous amount of accessories i have on my bike. well worth he money. very solid on the bike while i cruse around on rocky mountain trails."
5.0 out of 5 stars,muy práctico muy contento con esta compra
5.0 out of 5 stars,great product
5.0 out of 5 stars,"good for any weather conditions, is convenient, and will never fall of the bike, so long it's secured properly (which is easy to do)."
4.0 out of 5 stars,i guess i didn't read the dimensions correctly because this was much bigger than i expected. i can't really review it properly because it is too big to fit on either mine or my husband's bikes.
5.0 out of 5 stars,fit bike great and can hold a lot
5.0 out of 5 stars,it’s nice to have the extra storage while biking and it doesn’t interfere with your ride at all
5.0 out of 5 stars,love it fits perfect on my diamondback bike with plenty of room for my water bottle
5.0 out of 5 stars,fits everything
5.0 out of 5 stars,works great!!
1.0 out of 5 stars,"it broke after a month, don’t waste your time or money."
5.0 out of 5 stars,excellent bike bag.
5.0 out of 5 stars,just as pictured. works great and is lightweight but holds everything i need. so nice to not have to bike with a backpack
5.0 out of 5 stars,fits well and has enough space to carry my belongings
5.0 out of 5 stars,very nice to store bike tools and spare tube.
4.0 out of 5 stars,i like it but it is not a 5 star because i find it a bit too bulky...but that is just my opinion
4.0 out of 5 stars,bike bag
4.0 out of 5 stars,keys and phone fit perfectly
5.0 out of 5 stars,"been 2 months since receipt. ride 25 miles a week. perfect fit on my bike. durable. liked it a lot so far. still looks new. i put all small belongings there like key, phone, wallet, sometimes my small ulock."
5.0 out of 5 stars,it fits nicely on my bike.
5.0 out of 5 stars,"lots of space for tools, keys, phone and whatever else you need to store sway and the pouch fits snuggly in the frame of my bike!"
5.0 out of 5 stars,"pretty nice bag and has enough room for 2 spare tubes, mini pump, plus many things more it seems like it was pretty good made."
5.0 out of 5 stars,"i like that it’s not in the way. i use it to store my keys, wallet and cell phone while riding."
5.0 out of 5 stars,"allows me to bring keys, money, and bike chain lock on my rides. works great!"
5.0 out of 5 stars,"i've used this a couple of times now on the bike and i like it. useful, holds it's shape, holds a few extra bits and doesn't get in the way of the water bottle cage. 2 thumbs up!"
1.0 out of 5 stars,this thing didn't last a week. extremely cheap construction. id suggest a different purchase
5.0 out of 5 stars,great buy for the price.
5.0 out of 5 stars,my boys love this for their bike! perfect for the phone and other items!
5.0 out of 5 stars,as described
4.0 out of 5 stars,should work
5.0 out of 5 stars,"as advertised, would recommend."
5.0 out of 5 stars,me encanto
5.0 out of 5 stars,"got this as a gift for my father, he loves how useful and simple it looks. happy with the purchase"
5.0 out of 5 stars,"i do a lot of mountain bike riding in the sierra's and have had a few too many encounters with bears, mountain lions, rabid skunks, and shady humans requiring me to carry protection. i needed a safe and secure way to carry my 9mm in a location i can get to quickly if i ever need it. there are very few triangle frame bags that have structural side support to maintain shape, most of them allow the weapon to thrash around in the bag and provide little to no protection, which simply isn't safe. this bag is perfect, providing enough structure to keep the barrel facing down while protecting the weapon from a side impact. the material and stitching are high quality and the straps are plenty strong to hold it in place with a few pounds of weight and a gnarly trail. i highly recommend this bag if you have a hardtail and need to carry protection."
4.0 out of 5 stars,really like this it's a nice size
4.0 out of 5 stars,"just big enough to hold my house keys, iphone, id, mask, etc."
5.0 out of 5 stars,works well
5.0 out of 5 stars,perfect bag - fits two extra tire tubes and tools with room to spare for keys/wallet if necessary. nice for those long rides.
5.0 out of 5 stars,"perfect carrier for my phone, etc, when i'm riding my bike."
5.0 out of 5 stars,perfect
5.0 out of 5 stars,"this bag is just the right size. its big enough to hold my phone, wallet, and keys with room to spare. the velcro straps fit around my thick bike frame. so far so good!"
5.0 out of 5 stars,really holds more than i thought it would.
5.0 out of 5 stars,my bag is perfect for what i am using it for. it’s just the right size and fits perfectly. i’m very satisfied.
5.0 out of 5 stars,"just what i was looking for. right price, ample room and nice fit. doesn't interfere with water bottle."
1.0 out of 5 stars,"within a month,this happened"
5.0 out of 5 stars,"well made. easily fits my phone, keys, wallet and even bike lock."
5.0 out of 5 stars,"excellent capacity, quality made, and downright attractive. highly recommend!"
5.0 out of 5 stars,"nice bag to hold phone, keys and other items"
3.0 out of 5 stars,the straps broke 4 days after i got it and all i put was a couple tools and my phone
5.0 out of 5 stars,solid
5.0 out of 5 stars,the best bang for the buck
5.0 out of 5 stars,thanks
5.0 out of 5 stars,"fits my husband's new specialized mountain bike frame well. exactly what he was looking for - a place to keep his galaxy s7, plus more."
5.0 out of 5 stars,very useful
5.0 out of 5 stars,fits keys wallet iphone xsmax and extra waterbottle easy and secure.
5.0 out of 5 stars,perfect for her bike.
4.0 out of 5 stars,"yellow color not exactly as pictured, totally clashes with my bike as it came, but works great"
5.0 out of 5 stars,nice and big plenty a room for my itemsfound nothing wrong with the bag at all
5.0 out of 5 stars,daily use
5.0 out of 5 stars,"this bag was easy to install and has plenty of storage space. i am able to store my tire repair kit, a small pump, my phone and keys in it. it's also not intrusive; you won't know it is there when riding."
5.0 out of 5 stars,works well and seems very durable
5.0 out of 5 stars,"this is an awesome storage container for tools, sandwiches 🥪 or beef jerky!"
5.0 out of 5 stars,good design. fits well and is well constructed. worth the price.
5.0 out of 5 stars,great fit and styling.
5.0 out of 5 stars,"perfect to store keys, wallet, and even phone."
5.0 out of 5 stars,it’s perfect to take a few things on your bike ride
5.0 out of 5 stars,using for a mt bike!
5.0 out of 5 stars,good product. recommend
5.0 out of 5 stars,"barely fits on kids bike. that can be expected though, due to size of the frame. you can fit a surprising amount of stuff inside, and it never interferes with riding."
5.0 out of 5 stars,"easy to put on, plenty of storage for basics."
5.0 out of 5 stars,"does the job, no complaints."
5.0 out of 5 stars,"this is actually the second one of these that i purchased. the first one i bought was as a christmas gift for my son, but i accidentally ordered the red and he had hoped for the blue one. rather than return the red one, i gave it to my husband, who was quite pleased. we just received the blue one, and my son is very happy with it as well. he hasn't used it yet, so i can't speak to the durability, but it was a great price, delivered quickly, and is exactly what he was looking for."
5.0 out of 5 stars,"perfect size for phone, toolset, gloves, keys, etc."
5.0 out of 5 stars,"fits my 2017 giant roam 2 perfectly. easy to get on with velcro straps and the zipper is perfectly placed so when the bag is attached to bike, it is very easy to open zipper without fussing to move or adjust the position of the bag. easily fit spare tire tube, two co2 cartridges, co2 small pump, two tire tools, my wallet, keys and iphone 6splus phone. i could get more in there easily if necessary. excellent choice!"
5.0 out of 5 stars,worked well
5.0 out of 5 stars,"looks great. secured fast and holds strong to my bike. i like it! if that changes, i’ll be sure to update this."
5.0 out of 5 stars,very roomy and well constructed.
5.0 out of 5 stars,"i was surprised. it was a little bigger than i thought it was .. it fit great,it was just what i was looking for..."
5.0 out of 5 stars,very handy!
5.0 out of 5 stars,"love the storage room ! heck, i take quite a bit with me.."
5.0 out of 5 stars,fits on my mt bike with room for my water bottle. the zipper is right at the top and not as easy to access as i would like but not really a big deal.
5.0 out of 5 stars,bought for a gift.
5.0 out of 5 stars,great addition for any bike.
5.0 out of 5 stars,nice bag
4.0 out of 5 stars,as described. fits perfect.
1.0 out of 5 stars,didn't fit. didn't return. throw it away. didn't want to waste my time to retun it.
4.0 out of 5 stars,fits well without hendering pedals
4.0 out of 5 stars,storage bag fits well on bike and has ample storage.
1.0 out of 5 stars,"product is orange, not red!"
5.0 out of 5 stars,easy to put in bike and spacious enough to hold the things i wanted it to.
1.0 out of 5 stars,it broke within 5 days pos
5.0 out of 5 stars,great product great price!
5.0 out of 5 stars,nice bag
4.0 out of 5 stars,"works well on my canondale, used it on a very muddy virginia creeper and it kept my phone clean."
5.0 out of 5 stars,great bag for the buck.
5.0 out of 5 stars,durable and strong fo what it’s made for.
4.0 out of 5 stars,very good
5.0 out of 5 stars,"room for 2 cell phones, billfold, keys, repair tools and spare tube. fits perfect on trek verve 3 bike and the price is right. similar packs at bike shop are 3-6 times more expensive. i just ordered a second one for my neighbor."
2.0 out of 5 stars,the bag is roomy but it does not fit well on my bike
5.0 out of 5 stars,the bag fit my trek very well and the price was right.
5.0 out of 5 stars,"item is perfect size and is as described. fast shipping, highly recommend!!"
1.0 out of 5 stars,"looked good but zipper came broken, they need better quality control. going in the trash."
4.0 out of 5 stars,"this is a great bag for the price. there is enough room for me to put a tool, a patch kit, my iphone 6+, and my point and shoot camera with little interference with my ride."
5.0 out of 5 stars,"great little bag for a mountain bike fits my phone, wallet and car keys"
5.0 out of 5 stars,very usefull
5.0 out of 5 stars,"seat fit perfectly, very comfortable"
5.0 out of 5 stars,this was a perfect size for my bike and great quality.
5.0 out of 5 stars,i built an electric bike and i used the bad to store my controller in it. it works for what i need really well. i would buy it again if needed.
4.0 out of 5 stars,good
3.0 out of 5 stars,buena calidad
5.0 out of 5 stars,as advertised. but huge.
5.0 out of 5 stars,"i bought this as a gift for my brother, he loved it! fits comfortably on his bike, and is just the right size to hold his phone and wallet with a bit of extra space! also, shipped fast."
5.0 out of 5 stars,this was perfect! my husband just started riding his bike far distances and has dropped his phone several times out of his pocket while riding. with this pouch he can keep his phone and wallet safe from falling.
5.0 out of 5 stars,i need a bag to fit my 9mm ruger to fit in without taking away room for my water bottle. perfect size. a great bang for the buck
4.0 out of 5 stars,like the bag... no issues
3.0 out of 5 stars,"extremely poor quality! looked at several different bike bags to find the right size and color to match my bike. this one looked like it would fit the bill. when i opened the package, i saw immediately that the stitching all along the zipper was very shoddy. what a poor first impression aduro made!** update: i did reorder this item, and the second bike bag arrived in expected condition. it looks great on my bike and has plenty of room for my cell phone, keys, id and emergency cash - with room to spare for other items i may add in the future. i have a beach cruiser bike, so i'm only able to attach two of the straps, but they hold the bag in place just fine. just wish i'd have received a quality-made bike bag in the first shipment."
4.0 out of 5 stars,"not bad. fairly lightweight material, but it gets the job done."
5.0 out of 5 stars,fits well. handles what i needed to store!
5.0 out of 5 stars,great and looks good. exactly what i wanted.
5.0 out of 5 stars,"well made, quality product"
5.0 out of 5 stars,"quick shipment, good quality and value"
5.0 out of 5 stars,exceeded expectations
5.0 out of 5 stars,great. perfect
5.0 out of 5 stars,just what i want high quality for low price. works just fine.w
5.0 out of 5 stars,"holds securely and is the right size to hold the stuff bikers most want with them on a ride e.g. cell phone, air pump, keys, etc. and doesn't get in the way!"
5.0 out of 5 stars,great item and fits perfectly on bike
5.0 out of 5 stars,so far so good fits nice on the frame of my bike.
5.0 out of 5 stars,"nice enough to put my glasses, gloves, keys and much more"
4.0 out of 5 stars,"nice bag, well worth the $14 price."
5.0 out of 5 stars,"just the right size, has netting inside to hold my phone so it doesn't bang around when riding"
5.0 out of 5 stars,this bag is perfect. very well made and perfect size. we are really pleased with this product
5.0 out of 5 stars,the bag is actually bigger than i thought. it is sturdy and easy to attach to the bicycle.
4.0 out of 5 stars,"lightweight, handy, fits well on bike, large enough to put what you need in it."
5.0 out of 5 stars,"this was a great product. packaged well and wallet, phone and flashlight fitnperfect ."
5.0 out of 5 stars,fits my bike perfectly. nice and secure
5.0 out of 5 stars,great
5.0 out of 5 stars,great size to hold everything i need for a ride. even a small water bottle.
5.0 out of 5 stars,excellent
1.0 out of 5 stars,zipper came off after using minimally for about a month 👎🏼
5.0 out of 5 stars,"good amount of space, fits well on my bike. strong hook/pile fasteners"
5.0 out of 5 stars,great storage back for the bike
5.0 out of 5 stars,very nice quality product! good size-doesn’t really get in the way at all. very happy with bag & would recommend it to anyone looking for storage & protection on their bike.
2.0 out of 5 stars,i had it packed full but one of the velcro straps ripped on the second ride rendering it unusable.
5.0 out of 5 stars,came in as exactly as described loved the product
1.0 out of 5 stars,strap ripped within weeks. wouldn't recommend.
5.0 out of 5 stars,use this to hold the kryptonite lock for my bike. works well.
5.0 out of 5 stars,for fat tire bike
5.0 out of 5 stars,"i bought this for my husband to go along with a new bike he got for christmas. it fits perfectly and holds everything he needs (cell phone, keys, patch kit, etc.) i highly recommend!"
5.0 out of 5 stars,"saw this same type of bag at a local bike store for 25.99. great quality, incredible price. a must buy!"
5.0 out of 5 stars,"so far so good with the bag. holds my phone, extra tube, pump etc. fit great on my road bike and is very unobtrusive when riding."
5.0 out of 5 stars,works great
4.0 out of 5 stars,waterproof and storage capacity
5.0 out of 5 stars,well constructed and fits bike perfectly. velcro holds securely.
5.0 out of 5 stars,good quality. more convenient than bags attached to back of seat.
5.0 out of 5 stars,nice
5.0 out of 5 stars,excellent
5.0 out of 5 stars,well made.
4.0 out of 5 stars,love it. large enough
5.0 out of 5 stars,heat space saver
5.0 out of 5 stars,easy to use store my iphone wallet keys and snacks
5.0 out of 5 stars,i have no complaints! it's exactly what i needed...and more!
5.0 out of 5 stars,it has a surprising amount of room.
5.0 out of 5 stars,"i have a small bike frame, so if i use the bag, i can't use my bottle holder, will just have to place bottle in my back pocket."
4.0 out of 5 stars,very good
5.0 out of 5 stars,perfect for what i needed.
5.0 out of 5 stars,"fits perfect on 16"" bike"
5.0 out of 5 stars,works great. lots of room
3.0 out of 5 stars,nice bag just not ideal for all bikes. doesn't work well with smaller bike frame especially if you have a water bottle holder.
5.0 out of 5 stars,i bought this as a gift for my son. he is working on the bsa cycling badge. he likes it.
1.0 out of 5 stars,two of the three straps were partially ripped off
5.0 out of 5 stars,cool little bag holds enough tools and supplies for bike trips and is low profile enough to stay out of the way when pedaling. shipping was fast and i'm extremely pleased with product and service.
5.0 out of 5 stars,"product as described, just what i wanted. delivered on time and they followed up to make sure i received it and was satisfied, great customer service!"
5.0 out of 5 stars,none
5.0 out of 5 stars,great product
5.0 out of 5 stars,very nice and confortable. i was able to fit a lot of stiff inside it. i love it
5.0 out of 5 stars,great product. allows my daughter to bring her phone on all her bike rides. love it.
5.0 out of 5 stars,it fit on my bike and the size is perfect for what i need it for.
5.0 out of 5 stars,described as featured
5.0 out of 5 stars,i have order several bags and all have been to bulky. love this bag! sleek but has a lot of room. fits my bike really secure too!
1.0 out of 5 stars,waste of money. straps just barely secure around frame tube.
5.0 out of 5 stars,"very roomy and holds many things you would like to get out of your pockets for your bike ride, as well as a small air pump."
5.0 out of 5 stars,great size. holds what i need.
5.0 out of 5 stars,great product
4.0 out of 5 stars,"works for what i need it for, phone and wallet storage"
5.0 out of 5 stars,excelente
5.0 out of 5 stars,i have multiple bikes and this one fits perfect on one of them. wish they have various shapes to fit many kinds of frames.
5.0 out of 5 stars,"product arrived as expected and fit my bike perfectly. holds keys, cards, money & phone easily. i recommend this product."
4.0 out of 5 stars,as described very good product and it fits perfectly on my mountain bike
5.0 out of 5 stars,it fits and is durable
4.0 out of 5 stars,nice bag and easy to install
1.0 out of 5 stars,the front strap snapped after only 2 weeks. in the garbage now.
5.0 out of 5 stars,easy to install and stylish.
4.0 out of 5 stars,good quality
4.0 out of 5 stars,"i like the product, it’s just the right size. it took longer than 2 days to get....but i am happy with it."
5.0 out of 5 stars,awesome
5.0 out of 5 stars,great product
5.0 out of 5 stars,great
5.0 out of 5 stars,"just perfect. the right size, the right price. good value."
5.0 out of 5 stars,"quick service, exactly as advertised. very happy with purchase."
5.0 out of 5 stars,ample room
5.0 out of 5 stars,good product
3.0 out of 5 stars,i order the one with yellow stripe and come all black.....!!!
5.0 out of 5 stars,easy install and helpful
5.0 out of 5 stars,it has plenty of space and fit very well. it took less than a minute to attach it!
1.0 out of 5 stars,cheap
5.0 out of 5 stars,"holds my phone and keys ,plus i have my bike lock in it."
5.0 out of 5 stars,quality product
5.0 out of 5 stars,this is made of good material and will work well on the bike
5.0 out of 5 stars,it’s great i love it. stays still and has a decent amount of space
5.0 out of 5 stars,"bag was bigger than i thought , good for storage and not bulky ."
4.0 out of 5 stars,love the color (purple)! it was a gift for my sister-in-law and she said it is very compact and functional for a reasonable price.
5.0 out of 5 stars,easy to install and nice design.
5.0 out of 5 stars,good quality
5.0 out of 5 stars,great item
5.0 out of 5 stars,works good
5.0 out of 5 stars,good product
5.0 out of 5 stars,"reasonable price, well made, arrived quickly. very happy with purchase."
5.0 out of 5 stars,a really good product for a great price.
5.0 out of 5 stars,love this item! everyone is excited for spring to use them!!
5.0 out of 5 stars,roomy
5.0 out of 5 stars,works great
5.0 out of 5 stars,"excellent quality, very satisfied"
5.0 out of 5 stars,well made. lots of storage space. great design.
4.0 out of 5 stars,"the bag is appropriately sized to carry a cell phone, wallet, odds and ends, and a personal firearm."
5.0 out of 5 stars,great value
5.0 out of 5 stars,more room in this than expected
5.0 out of 5 stars,gear that didn't fit in pockets....🤔
5.0 out of 5 stars,this item serve its purpose for enjoyable bike rides.
5.0 out of 5 stars,perfect fit.. nice price
3.0 out of 5 stars,ample storage
5.0 out of 5 stars,good value bag
5.0 out of 5 stars,"it can easily fit your things, e.g. wallet, phone, etc. i'm satisfied with the quality and appearance."
5.0 out of 5 stars,fits my bike great! easy to reach and just enough room. worth the cost!
2.0 out of 5 stars,the zipper broke after 2 uses
1.0 out of 5 stars,fell a part
5.0 out of 5 stars,i use my bag every day for work. i work in the film industry and this bag allows me to travel with a kokbucha and a bottled water as i ride around set.
5.0 out of 5 stars,amazing storage for my new bycicle
5.0 out of 5 stars,holds all essentials
5.0 out of 5 stars,great item
5.0 out of 5 stars,"attached quickly, good capacity and stays put."
4.0 out of 5 stars,me agrado lo use para mi bicicleta
5.0 out of 5 stars,works great........holds my air pump and repair kit along with my keys. leaves enough room for my water bottle.........like it better than the bags that hook on the back of your seat. don't hesitate to purchase one......you'll love it!
5.0 out of 5 stars,great bag. to bad it didn’t fit my mountain bike.
5.0 out of 5 stars,this is awesome for storage and it fits well on my mountain bike. i would recommend this if you want some storage.
5.0 out of 5 stars,nice to put stuff in and easy to attach to my bicycle
5.0 out of 5 stars,it’s excellent to carry wallet keys cellphone i even put my bike cable lock inside
5.0 out of 5 stars,very functional. fits trek fx 3 nicely.
5.0 out of 5 stars,fits snug & don't let the size fool you... it hold alot! and looks good on your bike.
4.0 out of 5 stars,solid
5.0 out of 5 stars,liked the first one so well i bought a second for another bike.
5.0 out of 5 stars,works great!!
5.0 out of 5 stars,good
5.0 out of 5 stars,the item fit beautifully on the bike and is a great place to store phone and keys while riding. the quality and price were very good and it was received promptly.
5.0 out of 5 stars,"well built and well designed. very durable and useful for bike riders. it was a bit bigger than expected, but still fits fine"
5.0 out of 5 stars,performance as expected
5.0 out of 5 stars,"simple to use and very roomy. i can fit my multi tool, smartphone, spare tube, and patch kit no problem."
2.0 out of 5 stars,las amaras son muy pocas deberian tener 4
5.0 out of 5 stars,exactly what i expected.
1.0 out of 5 stars,to big!!!
5.0 out of 5 stars,this is a very good product. it is easy to attach and a good size
5.0 out of 5 stars,thank you
3.0 out of 5 stars,item was received slightly damaged
5.0 out of 5 stars,great
5.0 out of 5 stars,great
5.0 out of 5 stars,i got the order fast and it is well worth the money.
5.0 out of 5 stars,very handy
5.0 out of 5 stars,"great bag!! only problem is the velcro , it is not long enough for big frame bikes to wrap around."
5.0 out of 5 stars,awesome bicycle frame bag. good size and quality materials.
5.0 out of 5 stars,"good product and good quality, fast shipping"
3.0 out of 5 stars,not worth the price
5.0 out of 5 stars,will hold a jacket
5.0 out of 5 stars,😊
1.0 out of 5 stars,this case is very tiny. my standard cell phone will not fit inside case. returned for a refund and received only $3.00 back. ripoff!
5.0 out of 5 stars,light and roomy bag
4.0 out of 5 stars,good bag ya.
5.0 out of 5 stars,"storage bag fits bike great. i use it to store my lock, pant clips & keys. does not get in the way when biking."
5.0 out of 5 stars,fits great
4.0 out of 5 stars,is perfect
5.0 out of 5 stars,"perfect, as advertised, with prompt delivery."
5.0 out of 5 stars,"the bag looks really good, and it fits the bike perfectly"
5.0 out of 5 stars,right fit for my bike!
5.0 out of 5 stars,"really nice bag. the straps are a little small to go around my thick framed wal-mart mtb. i can fit a bike lock, reflective vest, two phones, keys, snacks, and there is still more room. could hold a mini bike pump too."
4.0 out of 5 stars,it's what i expect
5.0 out of 5 stars,"exactly what i wanted and works perfectly. plenty of room for phone, wallet, and trail map. easy to access contents."
5.0 out of 5 stars,good bike bag with good quality and good size not too big not too small
